text,true_label,pred_label,probability
给父母买的，挺好的，非常满意！,5,1,0.7707851529121399
物流很快，价格划算，可是刚买又降价了,1,4,0.9039674401283264
质量太差，设计偷工减料严重。 我1月15日拿到电脑，到6月18日，5个月的时间。维修了4次，硬盘坏了3块。,8,2,0.6386317014694214
把GPS卫星定位系统搞入手机。不错。,2,1,0.9788970351219177
壳子有点松，质量差,1,7,0.7870729565620422
"极差，买了3套本来想送人,没有味道。怀疑是假货。搞得现在不敢送人。",4,0,0.9955429434776306
差点儿丢了，物流在三四线城市还是有欠缺，快递小哥人很好，每次提醒检查破损问题,3,4,0.6432651877403259
太差了。绝对不是正品。上当了。,7,4,0.7073456048965454
送货速度极慢，必须差评。,1,7,0.5424620509147644
"好用不说话,十个字已输入",1,2,0.9177663922309875
机身稳固，可靠，特别耐磨。一般使用可以,2,1,0.6991246938705444
快递失望，打电话说了着急还拖到下午送！都不想再京东买东西了,1,4,0.6096581220626831
物流垃圾，八天才到,7,1,0.527575671672821
货都没送到 还说已完成···· 我真不好说,7,4,0.4018819034099579
"东西不好都不要买,不要买",3,7,0.46193793416023254
方便又划算，都不用逛超市了。现在什么东西都上京东买，都习惯了。,3,4,0.768615186214447
快递小哥差评差评差评差评差评！在京东买了这么多年的东西，第一次遇到快递员连小区门都不进的,1,4,0.6072588562965393
不行，超级垃圾,1,7,0.5739002227783203
刚买一天就降价，京东越来越不可信了，而且售后一点都不好,4,1,0.8213198781013489
刚买的，还没用过，想说配送员辛苦了！都快夜里十点了，还在送货！,1,4,0.9178577065467834
价格合适，使用起来没有什么特别不满意的地方。但是有一个缺点是，总会自动锁屏，不知是不是操作不当的问题,1,8,0.4669422507286072
挺好的啊，买了这个品牌的和另外某个品牌的，感觉还是这个好点。,7,3,0.8472893238067627
极差的一次购物 自提站工作人员百般刁难 不给开箱 态度极差,1,4,0.453193336725235
太慢太慢，就二十公里，花了四五天，东西现在还没用，不知怎样。,4,1,0.5884757041931152
垃圾东西没人工服务,1,7,0.7030659914016724
钱给了，商品没收到。追问几次无果，差不多一个月了没下文,7,1,0.45349448919296265
头次买，不知道怎么样,4,1,0.7265129685401917
感觉没有以前的那么好,4,7,0.7380257844924927
看不懂啊 发错快递 快递不到我这里 我给快递打电话一直打不通 真的坑 问客服呢 一直发笑脸 看不懂,7,1,0.8307797312736511
不要买待机时间根本不足100小时,2,1,0.5346311926841736
首先，11号下了单付了款告诉我没货，要从供应商采购，然后机器人一直让我等等等，然后16号系统提示要出库，告诉我17号送到，然后又一直到19号，最后送货的小哥给我打电话叫我去某某某处拿货，哪地方离我订单收货地址最少4公里！我人在外地出差，让送我店里，结果还是送到3公里外的一个地方，还好我门都认识，哪个店老板看我电话，就给我打电话了，才没有丢失，你们能负责点吗？*块不是钱啊？,1,8,0.8917016386985779
每一次寄去老公公司的东东都能准时准确的收到温馨提示已签收，唯有这次想给老公的惊喜却因为你们的一点疏忽(签收了竟然没提示)，最后惊喜变成吵‘架冷战?,7,3,0.433604896068573
已经是买的第三个啦 双十一买的很合算 比我去年买的时候便宜了60块 双十一是639,5,1,0.952079713344574
宝贝己收到，价格很满意，五星评价!,1,7,0.49918052554130554
东西很不错！趁着活动买了点，感觉挺方便的！以后还会继续在jd买东西，快递也很快，服务也很不错！,3,4,0.9325389266014099
没有想象的好。。。。。。。,1,7,0.9395309686660767
高大上，舒服，好用，物流快。,4,1,0.5840935707092285
包装太简单，京东快递能不能付责点，快递小哥还好吧！宝贝还没用，等用过在追加评论,1,4,0.9629541039466858
满意！！！！！！！,1,7,0.5558239221572876
太满意，打开一看都好小一个！不值得,4,3,0.9702651500701904
记住，孩子，当太阳升起    要保持微笑，像一朵玫瑰,3,1,0.6569516658782959
我感觉还不错，媳妇说不好看？？？郁闷,7,0,0.7397521734237671
心啪啪啪婆婆肚肚疼偷渡复读duvet偷渡肚兜复读肚兜头服,3,7,0.9527405500411987
价格有一点贵，给朋友买的，朋友高兴就行，上网，也不做三维、CAD，不要求速度，能上网就行，玩个QQ、QQ聊个天，玩玩小游戏，足够了。,8,1,0.5061653852462769
产品收到都冻成冰了，太生气了，差评，差评,4,3,0.8036014437675476
宝贝高档美观，很好用，下次还来光顾。,5,1,0.5267260074615479
感觉屏幕小点，屏边上的一圈地方没有充分利用啊。再有彩屏机子耗电量是个问题，用2天就要充电了，没有双电双充盯不住用的,2,1,0.6567965149879456
很满意的一次购物，一个字，好!,7,4,0.3959789574146271
快递员不直接送货到家里，还要自己到乡里去拿货，村里都不送货，请问快递公司快递费也应该出了,7,4,0.371423602104187
一星送给快递哥，你们懂得，没赠品,4,1,0.7484539151191711
能不给一星吗？想买的朋友希望慎重！！！！！！,7,3,0.2920525074005127
漂亮好看...性价比高..物流给力,4,2,0.49969106912612915
差差差差差差差差差差差差差差差差差差差差差差差差差差,7,3,0.5167191028594971
这个鬼地方居然是三星简直让人无法相信差，太差了，可惜没0分，有0分一定打0分,9,1,0.9655531644821167
不是很好 比较老,9,7,0.9453948140144348
我买大了，与卖家联系换，可现在都快一个月了，还卡在快递那没拿到手。卖家态度没问题，但问题是我没拿到货,7,1,0.5774489045143127
偶觉得这句真的好有道理。道出了我的心声啊！“出租车就这样，你有事时打不到，没事时看见空车到处串，见一个烦一个。”,0,9,0.8017957806587219
背面鎏金，高端大气上档次，前面陶瓷白，低调奢华有内涵！,1,8,0.8104950785636902
相当不靠谱,9,7,0.7860777974128723
差差差，里面是软的，和店里买的差太多了,3,7,0.718989908695221
东西不错，这个价格很酷，喜欢，会推荐购买,1,7,0.5852938890457153
很好很好很好很好很好很好很好很好喝亮点,3,4,0.5509117245674133
啥时候到啊下单好几天了还没到?,4,7,0.37832096219062805
京东客服真*。京东也是有病，花最低的价钱雇佣大学生，技能都不熟练服务不负责任。,4,1,0.7683676481246948
仔细检查了一下 宝贝质量真的不错，也很上档次，关键是物美价廉，物超所值，服务好，赞一个,5,7,0.9865602254867554
京东超市购物买的放心，用的安心。省时、省钱、省事。,3,4,0.9493231773376465
假货！假货假货！,7,4,0.9002230763435364
一个星给快递小哥吧，看图吧，果都是邹的了坑,3,7,0.5291046500205994
帮同事购买的，还不错。一分价钱一分货！这个配置对得起这个价格！,8,1,0.870965301990509
坑 不解释了 各种烂 还贵 和快递无关,3,7,0.7175695300102234
不要上这家店卖，挂着东西卖只接单，不搞服务。总之一句话在这家服务差。,1,7,0.9684001207351685
别买了，家里的都让我扔了。不好，推荐吕,4,3,0.8936572670936584
一般一般,9,1,0.3698059320449829
订单下了一个多礼拜了 还没到货 。,0,7,0.5059956312179565
刚收到，速度很快，服务很好，值得信赖,4,1,0.5708393454551697
还没几天 有掉价了 真是坑,4,7,0.4825596213340759
各方面都很差,9,1,0.7842280268669128
送过来，看着挺不错的，还没用呢。,1,4,0.8946553468704224
能找到别的就不要选这家,9,7,0.919175922870636
嗯，质量不错，包装很好到货速度很快，非常满意,3,7,0.9257104992866516
不错，价格实惠，618活动给力呀！,1,4,0.8747689127922058
做春秋早班机首先,9,7,0.6232007741928101
无语无语无语无语无语,7,1,0.46207329630851746
屏幕一流，拍照也强，256MSD卡爽,2,1,0.9416030645370483
一直在京东上买东西！购物体验还是非常不错的！自营的速度也非常快！头天下单的，第二天基本上就能到，方便使用，时效性点赞！！！！！！！质量也非常不错,1,4,0.9042319655418396
我发现你们是尽整老顾客了。呵呵…,3,7,0.3578709363937378
东西是四号买的，到二十四号自动签收了，期间我曾多次查看并询问客服物流信息，都没有一个有用的答复。因为物流一直显示通知快递员揽件，揽了二十天。。。直到二十四号签收，客服还让我等一下！！！,7,4,0.8663774728775024
京东自营店信誉值得信赖，送货师傅服务没的说，满分好评，以后会继续购买。,1,4,0.5365802645683289
是在外面卖不出去了的存货吗？呵呵。,3,1,0.5003669857978821
本来打算退的，我老公说算了，但刚买的就有破烂心里还是很不舒服！大家都考虑再买,7,3,0.5124844908714294
"摄像头不够鲜艳,不知道是自己不会还是电脑问题,颜色调不了,能调的告诉我下",8,2,0.7388896346092224
还不错，看起来挺好的，应该不错吧,7,1,0.4413614869117737
一点都不好用，感觉自己被坑了一样。,1,4,0.9176231622695923
比较看好法国红酒进口原版小牛皮搭配的,1,3,0.6666843891143799
不错的一次购物！比较不错,1,7,0.5668700933456421
非常非常之好，非常感谢京东，,4,3,0.3263213038444519
摄像头的“准400万像素”和实际情况差别太大，估计不到100万像素；屏幕有时会花屏，扭扭屏幕又好了;电池待电时间一两天，基本不干啥事情；,2,8,0.6979621648788452
东西物美价廉，物流速度快，快递人员服务态度好，下次再来！,3,4,0.5742474794387817
很烂，我才买两天就开不了机了。,1,2,0.9118769764900208
最失败的一次购物，从下订单到收货，16天，无语。,1,7,0.35619211196899414
包装挺好看，快递也给力，但是还没用，不知道效果怎么样,1,4,0.9714053869247437
京东的服务越来越差了，原来对客户的承诺在客户不知情的情况下随意更改，也不事先通知一下客户，对客户造成的损失也不进行补偿，只会说“对不起”，有用吗？1.原来的钻石用户在购买第三方卖家的商品发生无理由退货，京东补偿邮费，现在改成非质量问题退回不补偿邮费了，你们通知客户了吗？2.原来的钻石用户是拒收商品多少次，都不扣除京豆，我清楚的记得，以前在拨打4006065500客服电话的时候，客服不止一次的告诉我，钻石用户不受拒收次数限制，现在不一样了，每次都扣除500京豆，客服态度也变得恶劣了，变得会撒谎了，不知道规则从什么时候修改的，也不通知一下，发个短信通知一下说规则改变了，就这么难吗？这是一个上市公司的形象吗？单方面修改规则，不通知客户，和单方面撕毁合同有什么区别吗？,4,1,0.4700716435909271
很好，买过多次了，没有失望过，支持京东。,4,3,0.8346696496009827
买了就降价，不过给我保价了很划算，而且很好，我喜欢,4,1,0.7010802030563354
不错，发货快。质量好,1,7,0.5423240661621094
他吗的全是缺点,2,7,0.7185090184211731
说好的次日达，收到货过了2天，包装盒也坏了，成了垃圾。无语，,3,4,0.819949746131897
物流快 包装精美完整 价格也实惠,3,4,0.9610434174537659
我还没收到货半个多月了,1,7,0.69253009557724
好用，便宜，不错，送货上门，快递小哥幸苦了！很重的,4,1,0.5571818947792053
挂羊头卖狗肉,9,7,0.9388068318367004
只分了两个区，菜鸟不会自己分，要多一个区就好了 物流的态度超不好,8,4,0.3926621377468109
把返现也会赖了！,9,7,0.6254988312721252
真的是越来越差劲了，我帮同事帮家人朋友买点东西，刷卡付款居然成了套利了?!????!!!!!,4,1,0.4843641519546509
好评！上午忘带手机快递师傅放快递柜了还特意给发了简讯提醒。赞,4,1,0.9699742794036865
给家里人买的。据说还不错，回购好几次了。价格小贵。,3,5,0.3927934169769287
一直信赖京东 吃穿用都在京东上购买 质量杠杠滴 赞一个 继续关注中,4,3,0.8905627727508545
电池不经用，包装盒没薄膜全封闭，只贴2片胶纸，,1,8,0.5493569374084473
质量挺好的，挺好用，满意，ok,4,1,0.8306037783622742
高端大气上档次，低调奢华有内涵,4,7,0.6718581914901733
没有收到货，反映了，目前还没有回应。,3,1,0.3473900854587555
缺少功能，当初听促销员的话就是个错误。,2,1,0.5249195694923401
不错，已经在用了,5,1,0.7645784616470337
像数太低，像是翻版机。真还不如5-600元的机子！ 商品满意度0分！！！！,1,2,0.6706237196922302
东西 好贵，没见得有多好，拿回来上面也是一层灰,4,7,0.9787327647209167
有没有差不多,2,7,0.9736009240150452
喜欢这个东东，正好有活动，不错,3,4,0.4184338450431824
虎牌保险柜送来打开发现损坏，马上打电话送货的百世物流，不管，态度恶劣。打电话给京东，京东不管，说找百世快运，已经投诉几天了，无反应，老子咒骂他们～京东，虎牌，百世快运，大家千万别买虎牌保险柜，他们包装极差，容易碰坏，碰坏了只能自己倒霉，他们都不管的。老子快疯了,4,8,0.31772175431251526
功能太差了,1,2,0.5103671550750732
表弟说一个大一个小 玩几把 再见。,7,1,0.9633430242538452
在京东商城上买东西真的非常方便，送货也快，质量也好，我非常喜欢京东商城。,3,4,0.6326954364776611
很不满意，,9,7,0.7591750025749207
不是第一次在京东上买东西了，但是这包装我也真是服气了，发个烂箱子就过来了，检查了一下东西没丢，也就没为难人家快递员，你们京东啊，如果评分能负数的话我绝对给你们负五星,1,4,0.9335127472877502
哪有这样的快递，送到京东自提店就不管了?愤怒?,3,4,0.47944584488868713
写着送的东西，完全没有，箱子也不封好，直接裸露在外面，去**一看，价格比**旗舰店还贵，什么618,4,1,0.9241434335708618
真的很好用～～,2,1,0.6780486106872559
垃圾，真垃圾，真的垃圾！,1,7,0.8827671408653259
第二天就能收到了，感觉真的不错，用了一下,1,4,0.8694151639938354
非常一般，不推荐，不要贪便宜,7,9,0.6777522563934326
太骗人了，图片看着很大气，很高端，实际收到的是袖珍版的。。简直是欺骗。。。,4,7,0.9319997429847717
听歌不错显示屏幕好,2,1,0.9797634482383728
第一次尝试京东自营！神速！了解一下就知道京东的发展速度！,4,3,0.670304536819458
不行老是自动关机,2,1,0.8068240880966187
东西刚买了，就降价，买的时候还说是活动价格呢，没想到买完后接着就降价了，客服还让退了之后再买，东西都拆开了，怎么退了再买，第一次在京东上买东西不顺心，差评,4,1,0.753180742263794
总体不错!!!!,9,2,0.528824508190155
宝贝收到了，太漂亮了。没有辜负我的期待。特别是送货师傅很辛苦，这么迅速的把货品送到手上。谢谢……,1,8,0.6311033964157104
不错 个人感觉还是值得信赖的,7,1,0.8217309713363647
很好，很快，很给力，京东就是不一样，给五星，还有快递小哥辛苦啦，谢谢你们的服务，还会在来。,1,4,0.6685148477554321
很合适，特价时候秒杀的，哈哈很好心很开心,1,4,0.7653407454490662
昨天下的单，显示下午到达，结果今天才到,3,4,0.8295655250549316
配送时间最长的一次购物 以前都是二十四小时内收货的,1,4,0.4762129783630371
物流配送很快，第二天就收到货了，这个价钱很值、?,4,1,0.4638330340385437
不错，确实是正品，好货,5,4,0.4981837868690491
全烂了，差评！！！！！！！！！,4,3,0.973109781742096
能不能用心给挑几个好的，看的好看，但,3,0,0.9600658416748047
商品很好 希望下次合作 老板很耐心态度很好,7,5,0.5945302844047546
操作系统为DOS版本！其他问题暂未发现。原装赠包在盒子内，请商家表明！,8,1,0.8371332287788391
一直相信京东自营。。支持京东，支持京东自营！,4,3,0.549349308013916
什么全球最大的中文网上商城，我呸！乱发货不说，客服态度差、处理速度慢、不主动。想忽忧消费者呀？,0,1,0.43496546149253845
非常非常差,9,1,0.5013774037361145
快！感觉还行！用用才知道效果,1,4,0.9001220464706421
做活动时卖的物超所值 值得拥有,7,4,0.5337012410163879
质量太差 我放在背包里 装的东西有些满，打开后洒了一背包,4,7,0.8462249040603638
不好 也太小了 什么啊这是 一点也不直,4,7,0.971235990524292
亮点，手指所指位置亮场和周围不一致！,1,8,0.7217816710472107
真心说一句，网上购买的真的不怎么好,1,7,0.7540198564529419
品牌的服务真的没得挑剔！！！,5,7,0.5265253782272339
东西不错，方便实惠，需要再来，配送小哥辛苦。,3,4,0.8954801559448242
还可以吧，活动买的，价格挺划算。,7,4,0.8021206259727478
老是死机，也不知道怎么上网啊，像素哪里有30万，骗人的，真是没法和NOKIA，三星等手机比,2,1,0.9478339552879333
刚刚到货，还没有用，谢谢,1,4,0.9274442195892334
"发票上打身份证信息,水单上打信用卡信息,易泄露客户隐私。",9,8,0.4101673364639282
感觉不是正品，二维码也不能显示，不满意,1,4,0.9523839950561523
品质太差，是苦的。希望店家给个满意的答复。坐等,3,7,0.9686266183853149
商品不错，物流也很给力，推荐购买。,3,7,0.49989768862724304
我用过你们的手机还不错加油,2,1,0.9790655374526978
买了发现屏幕有一点裂缝，觉得没影响，因为在边上加上忙就没有理会，第二天裂缝变大了，找客服，客服又说找售后，售后说超过24小时就只能自己掏荷包了,1,8,0.48795443773269653
还行，挺好的，超级无敌好！特别喜欢在京东购物，东西也很不错！我支持你东哥！无限次回购这款！,1,4,0.45216605067253113
快递给力，物美价廉。希望大家放心购买，下次我会再买。,7,4,0.2977185845375061
印象很差很差,9,7,0.49593907594680786
"还没收到货物，订单就“被”完成了！这是新的""服务项目""吧？我想是不是该说声“谢谢”",3,0,0.2672586143016815
帮别人买滴,5,1,0.8286723494529724
一起卖了两台，好用,1,5,0.606773316860199
很不错哦，就是中转速度磨叽死了！,7,1,0.9865111112594604
非常不影响，都皱皮了，如果有实物是绝对不会买的,3,7,0.8927451372146606
送货快速，价格给力，超级满意，值得推荐。送货上楼,3,4,0.4424276053905487
刚收到宝贝，就降价了，然后联系客服，马上给返还了差价，很满意京东工作人员灵活变通。坚持在京东购物6年，以后一如即往的陪伴.......,1,4,0.8206677436828613
物美价廉，不错 以后还会光顾！物美价廉，不错 以后还会光顾！物美价廉，不错 以后还会光顾！,5,3,0.609143078327179
给京东自营一个大大的赞?质量好，送货快。,3,4,0.44543445110321045
绝对不是正品。两处有问题，懒得换。上次说好评返现金*，结果好评骗到了，没见返现金！,7,1,0.43579167127609253
服务差评,9,7,0.4864770472049713
香港回归的结果附加费更快更好看过了就好看了感觉良好健康,4,0,0.9834981560707092
第一次开机使用就蓝屏，然后使用一键恢复，继而出现提示重启信息，然后往复重启，让人心寒！！！ 提交了返修，审核通不过,8,1,0.9262093901634216
入手之后还没有玩什么游戏 不用用起来还是挺舒服的 屏幕比较大,8,1,0.9770281314849854
包装很垃圾，标签直接贴在商品上，怎么送人,3,4,0.49063441157341003
赶上了末班车，送了移动硬盘与内存，下单的第二天就没有了，嘿嘿。,8,1,0.909691572189331
好想你了，我的人都有自己的生活方式，我的生活了？我就去买的是我自己了！好吧、有个人都不好玩不好玩的好地方。你是一个人都不好玩不好的人是你自己不知道怎么回家的士都江堰救灾的是自己想要的就是这个了！好累了、有的两只狗的我查查条码比价从前一,7,4,0.5200735926628113
永恒之塔，魔兽都是可以玩的，非常不错了，极品飞车一样玩。哈哈,8,3,0.5035472512245178
不错，发货速度非常快，物流非常给力，商品质量非常好，京东商城服务态度非常好，不错，物美价廉，京东商城一直是我购物之选！,1,4,0.49535849690437317
来了箱子是坏的，打开里面也是坏的。物流服务态度差,4,3,0.6900305151939392
物流很慢，一个月才到货！质量很一般，跟十几块的没区别。。。客服态度也很差。很失望的一次购物！,1,7,0.975037693977356
给的是白心的 我刚看到我擦 都第二次买了还这么坑,3,4,0.9777852296829224
感觉受骗了，京东现在的货品质量越来越差。,7,4,0.6260246634483337
既然送不到货，为何还一直坚称当天，已经5天了。客服说确认，有什么用。这算欺骗消费者嘛！,4,1,0.7388467192649841
京东白条申请难度太大差评,4,1,0.8330138921737671
产品没用还不知道 但是物流真是让人不痛快 ！,1,4,0.9255606532096863
"经过我的亲身体验，这家店信誉是相当地不错。宝贝的质量更像钻石一般。太感谢了！ 我用我的亲身经历告诉大家，客服服务态度非常好。商品质量也非常不错。顶你了！东西收到,很满意!!真的是超级好的卖家,解答疑问不厌其烦,细致认真,关键是东西好,而且货物发得超快,包装仔细,值得信赖!",4,7,0.9075822234153748
电视是坏的,9,1,0.9630100131034851
对于后台能够自主取消我们消费者订单的京东我只能用差评来回击！被取消了订单也只能自认倒霉，说什么赔我满1000减50的券，劳资买这电视的时候都减了*，而且我也说了不用减不减，只要给我把恢复订单就可以，连这个都做不到，太失望了！以后在京东上买东西小心系统给你乱改吧,4,1,0.9787721633911133
没有买家确认收货了，着实把我吓一大跳，我这可是给别人买的，京东这个签收就订单完成着实不靠谱，为了早收两天钱不顾顾客的感受了，这次购物体验太差！太差！太差！,1,7,0.5520554184913635
这样的东西根本不用多说了… 但是强制要求50个字以上的评价，而且最起码也要给一颗星，很好的规矩嘛！这些都是在挑战客户的底线吗？京东超市确实让人失望……,3,4,0.5989136695861816
东西很好，快递很快，京东超市非常好,4,3,0.5841468572616577
心得就是下次买东西不能光看评论,7,1,0.33712026476860046
和朋友一起买的，喜欢的就是她，京东给我们生活带来太多的方便。希望越来越好。,4,3,0.41196349263191223
很好。。。给力，比实体店便宜，东西正！！！！,1,4,0.8361834287643433
我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。如果我用这段话来评价，说明这款产品没问题,7,4,0.5707029700279236
掌柜的服务态度真好，发货很快。商品质量也相当不错。太喜欢了，谢谢！,3,7,0.968848466873169
差评给物流，看到已签收，不打电话还不知道签到哪里了，很不满意,7,4,0.5036267042160034
很满意，包装得很好，感谢快递小哥在下着蒙蒙细雨的情况下都准时送到家门口,4,3,0.5400912165641785
退，搞笑，你搞笑早上我下单的时候你怎么不说，这单你别买了，买了还要退,1,7,0.4687313735485077
