text,true_label,pred_label,probability
价格合适，使用起来没有什么特别不满意的地方。但是有一个缺点是，总会自动锁屏，不知是不是操作不当的问题,1,8,0.799635112285614
挺好的啊，买了这个品牌的和另外某个品牌的，感觉还是这个好点。,7,4,0.7172009944915771
极差的一次购物 自提站工作人员百般刁难 不给开箱 态度极差,1,4,0.5828909277915955
垃圾东西没人工服务,1,7,0.46640509366989136
钱给了，商品没收到。追问几次无果，差不多一个月了没下文,7,0,0.5118272304534912
看不懂啊 发错快递 快递不到我这里 我给快递打电话一直打不通 真的坑 问客服呢 一直发笑脸 看不懂,7,1,0.43087729811668396
首先，11号下了单付了款告诉我没货，要从供应商采购，然后机器人一直让我等等等，然后16号系统提示要出库，告诉我17号送到，然后又一直到19号，最后送货的小哥给我打电话叫我去某某某处拿货，哪地方离我订单收货地址最少4公里！我人在外地出差，让送我店里，结果还是送到3公里外的一个地方，还好我门都认识，哪个店老板看我电话，就给我打电话了，才没有丢失，你们能负责点吗？*块不是钱啊？,1,8,0.8418647646903992
每一次寄去老公公司的东东都能准时准确的收到温馨提示已签收，唯有这次想给老公的惊喜却因为你们的一点疏忽(签收了竟然没提示)，最后惊喜变成吵‘架冷战?,7,4,0.5071104764938354
已经是买的第三个啦 双十一买的很合算 比我去年买的时候便宜了60块 双十一是639,5,1,0.754887044429779
宝贝己收到，价格很满意，五星评价!,1,4,0.40022748708724976
字太小了，怎么调不大，很不满意，京东服务还是可以的。,1,8,0.25524720549583435
东西很不错！趁着活动买了点，感觉挺方便的！以后还会继续在jd买东西，快递也很快，服务也很不错！,3,4,0.8332703113555908
没有想象的好。。。。。。。,1,7,0.677998960018158
有什么事都让我问京东客服。那麻烦直接配京东客服好吗？要你干嘛？,1,4,0.35264015197753906
高大上，舒服，好用，物流快。,4,1,0.8639841675758362
包装太简单，京东快递能不能付责点，快递小哥还好吧！宝贝还没用，等用过在追加评论,1,4,0.9471895694732666
我这边显示签收了 可我都还没见到货是什么样的 到处找都说没有这家快递公司 **钱的 喜欢在京东买东西的朋友 小小心 虽然钱不是很多 可也得让我知道 货去哪了吧,4,8,0.4566628634929657
太满意，打开一看都好小一个！不值得,4,3,0.9536463618278503
记住，孩子，当太阳升起    要保持微笑，像一朵玫瑰,3,0,0.26324963569641113
我感觉还不错，媳妇说不好看？？？郁闷,7,0,0.7024186849594116
心啪啪啪婆婆肚肚疼偷渡复读duvet偷渡肚兜复读肚兜头服,3,7,0.34295716881752014
嗯搞活动的奖品，还可以，用用看,1,4,0.689415454864502
产品收到都冻成冰了，太生气了，差评，差评,4,3,0.6878213882446289
宝贝高档美观，很好用，下次还来光顾。,5,1,0.6798622608184814
真心屏幕大，可惜就是内存不足，所以感觉好慢！！！应该买联想那个八寸的！,1,8,0.9004854559898376
宝贝很好不错?，颜色靓丽，手感很舒服，反应很快，以后会经常光顾的?,1,7,0.6519551277160645
买了好多次，整体不错，不过我觉得有时候好的和差点儿掺合着装，还行吧,3,4,0.2657400071620941
很满意的一次购物，一个字，好!,7,4,0.3821136951446533
快递员不直接送货到家里，还要自己到乡里去拿货，村里都不送货，请问快递公司快递费也应该出了,7,8,0.5497337579727173
能不给一星吗？想买的朋友希望慎重！！！！！！,7,3,0.296711802482605
给公司买的，很好，这个型号的机器性价比很高的,1,8,0.5889174342155457
只能说不喜欢，不喜欢，不喜欢,7,1,0.36030587553977966
漂亮好看...性价比高..物流给力,4,2,0.46290338039398193
差差差差差差差差差差差差差差差差差差差差差差差差差差,7,1,0.2751551866531372
这个鬼地方居然是三星简直让人无法相信差，太差了，可惜没0分，有0分一定打0分,9,1,0.5222784876823425
色彩什么的都很好！声音也很好！总体目前很好,1,2,0.701668381690979
很好，也没蜡，值得推荐，京东太方便快捷了，赞一个,3,4,0.5305050015449524
背面鎏金，高端大气上档次，前面陶瓷白，低调奢华有内涵！,1,8,0.4710448682308197
相当不靠谱,9,7,0.5198523998260498
差差差，里面是软的，和店里买的差太多了,3,7,0.73725426197052
东西不错，这个价格很酷，喜欢，会推荐购买,1,4,0.4113161265850067
1.指纹收集器。2.触摸板反应速度略低于单点触摸的机型。3.键盘手感需要时间适应。,8,2,0.6379373073577881
买完没几天就降价，无语。,1,4,0.6727181077003479
东西已收到，快递小哥服务杠杠滴,1,4,0.5773836374282837
很好很好很好很好很好很好很好很好喝亮点,3,4,0.6855802536010742
垃圾京东什么客户服务质量，千万还是去实体店买好,1,4,0.5528704524040222
啥时候到啊下单好几天了还没到?,4,0,0.9070796370506287
京东客服真*。京东也是有病，花最低的价钱雇佣大学生，技能都不熟练服务不负责任。,4,8,0.6789260506629944
仔细检查了一下 宝贝质量真的不错，也很上档次，关键是物美价廉，物超所值，服务好，赞一个,5,7,0.9621298313140869
京东超市购物买的放心，用的安心。省时、省钱、省事。,3,4,0.8535583019256592
假货！假货假货！,7,4,0.8805384635925293
还不到一个月，WIFI不工作了！从来没有用过这么差的手机！,1,2,0.5177615284919739
不要上这家店卖，挂着东西卖只接单，不搞服务。总之一句话在这家服务差。,1,7,0.7462733387947083
别买了，家里的都让我扔了。不好，推荐吕,4,3,0.8099575638771057
一般一般,9,1,0.4055301249027252
还没几天 有掉价了 真是坑,4,1,0.5951745510101318
各方面都很差,9,1,0.6495590806007385
送过来，看着挺不错的，还没用呢。,1,4,0.5864619612693787
嗯，质量不错，包装很好到货速度很快，非常满意,3,7,0.8844164609909058
不错，价格实惠，618活动给力呀！,1,4,0.7773246765136719
一般的，感觉不好哦,7,4,0.45716598629951477
无语无语无语无语无语,7,1,0.536808967590332
屏幕一流，拍照也强，256MSD卡爽,2,1,0.8780971765518188
一直在京东上买东西！购物体验还是非常不错的！自营的速度也非常快！头天下单的，第二天基本上就能到，方便使用，时效性点赞！！！！！！！质量也非常不错,1,4,0.647358775138855
我发现你们是尽整老顾客了。呵呵…,3,7,0.19883517920970917
重要的事情说三遍：日期新鲜！物流快捷！！价格巨划算！！！必须必赞 赞 赞！！！日期新鲜！物流快捷！！价格巨划算！！！必须必赞 赞 赞！！！日期新鲜！物流快捷！！价格巨划算！！！必须必赞 赞 赞！！！,4,3,0.8434697985649109
一直比较信赖京东自营店，物流很乖，质量过关。,4,3,0.388619989156723
东西是四号买的，到二十四号自动签收了，期间我曾多次查看并询问客服物流信息，都没有一个有用的答复。因为物流一直显示通知快递员揽件，揽了二十天。。。直到二十四号签收，客服还让我等一下！！！,7,4,0.5746042132377625
京东自营店信誉值得信赖，送货师傅服务没的说，满分好评，以后会继续购买。,1,4,0.6276775002479553
可以的，味道不错，可惜马上就有更优惠的活动,3,4,0.7087673544883728
买早了，早知道等几天又能便宜10元，京东价格变幻莫测，多观察少出手,4,1,0.5097615718841553
是在外面卖不出去了的存货吗？呵呵。,3,4,0.45469799637794495
本来打算退的，我老公说算了，但刚买的就有破烂心里还是很不舒服！大家都考虑再买,7,3,0.8306146860122681
还不错，看起来挺好的，应该不错吧,7,1,0.6091955900192261
一点都不好用，感觉自己被坑了一样。,1,4,0.8347688317298889
比较看好法国红酒进口原版小牛皮搭配的,1,3,0.4535614848136902
非常非常之好，非常感谢京东，,4,1,0.33221670985221863
性价比太低，太低。还用彩页印刷。真是的。,0,8,0.6306217908859253
东西物美价廉，物流速度快，快递人员服务态度好，下次再来！,3,4,0.5352855324745178
很烂，我才买两天就开不了机了。,1,2,0.7591225504875183
最失败的一次购物，从下订单到收货，16天，无语。,1,7,0.49589937925338745
包装挺好看，快递也给力，但是还没用，不知道效果怎么样,1,4,0.9663660526275635
"服务态度好，物流及时,东西很好 感觉不错",7,4,0.6289883852005005
京东现成买的多，希望?货越来越少，价格越来越便宜，厚了点,7,4,0.80894535779953
很好，买过多次了，没有失望过，支持京东。,4,3,0.8239383101463318
不错，发货快。质量好,1,7,0.5564270615577698
说好的次日达，收到货过了2天，包装盒也坏了，成了垃圾。无语，,3,4,0.6218054294586182
物流快 包装精美完整 价格也实惠,3,4,0.8350169658660889
我还没收到货半个多月了,1,7,0.5014932751655579
速度极慢，M3就在乌鲁木齐库，发到霍尔果斯用了三天多。更为可笑的是，下单后系统提示：预计十天送达,1,8,0.6905723810195923
挂羊头卖狗肉,9,7,0.9788024425506592
只分了两个区，菜鸟不会自己分，要多一个区就好了 物流的态度超不好,8,3,0.4082581400871277
还可以吧，起码方便点，京东快递就是快。。。。,3,4,0.42655324935913086
把返现也会赖了！,9,4,0.340340793132782
好评！上午忘带手机快递师傅放快递柜了还特意给发了简讯提醒。赞,4,3,0.34603121876716614
板子不错！很合手，而且配置也还不错,1,8,0.8000510931015015
质量挺好的，挺好用，满意，ok,4,1,0.7724757194519043
高端大气上档次，低调奢华有内涵,4,1,0.5541446208953857
物美价廉，物有所值；    多快好省天天见，勤俭持家上京东。,3,1,0.3872970640659332
续航能力太差了，超级省电都开了还待机都待不了一天，换电池还是一样，后背指纹经常识别不了，不黑不吹！,1,2,0.7021406888961792
19号 12点多下的单，到现在还没有收到货，客服也不负责任！都催了三天了，还没见到货，不知是快递员的问题还是两边骗钱的,4,1,0.2945084273815155
没有收到货，反映了，目前还没有回应。,3,0,0.6278117895126343
不错，已经在用了,5,1,0.7995040416717529
东西 好贵，没见得有多好，拿回来上面也是一层灰,4,7,0.5935553312301636
有没有差不多,2,1,0.3713271915912628
喜欢这个东东，正好有活动，不错,3,1,0.6925793886184692
虎牌保险柜送来打开发现损坏，马上打电话送货的百世物流，不管，态度恶劣。打电话给京东，京东不管，说找百世快运，已经投诉几天了，无反应，老子咒骂他们～京东，虎牌，百世快运，大家千万别买虎牌保险柜，他们包装极差，容易碰坏，碰坏了只能自己倒霉，他们都不管的。老子快疯了,4,1,0.4153640568256378
功能太差了,1,2,0.9795284271240234
表弟说一个大一个小 玩几把 再见。,7,1,0.4438951015472412
在京东商城上买东西真的非常方便，送货也快，质量也好，我非常喜欢京东商城。,3,4,0.6209278702735901
很不满意，,9,1,0.8189260363578796
不是第一次在京东上买东西了，但是这包装我也真是服气了，发个烂箱子就过来了，检查了一下东西没丢，也就没为难人家快递员，你们京东啊，如果评分能负数的话我绝对给你们负五星,1,4,0.8064191341400146
哪有这样的快递，送到京东自提店就不管了?愤怒?,3,4,0.6211245656013489
狗屁，为啥多了50块。,1,9,0.39981046319007874
真的很好用～～,2,1,0.7637929916381836
垃圾，真垃圾，真的垃圾！,1,7,0.47867658734321594
第二天就能收到了，感觉真的不错，用了一下,1,4,0.5986604690551758
非常一般，不推荐，不要贪便宜,7,4,0.42652109265327454
太骗人了，图片看着很大气，很高端，实际收到的是袖珍版的。。简直是欺骗。。。,4,7,0.34192538261413574
东西一般，东西快递员直接签了，那还叫我收什么。,7,4,0.3870171308517456
听歌不错显示屏幕好,2,1,0.923027515411377
总体不错!!!!,9,2,0.5558426976203918
宝贝收到了，太漂亮了。没有辜负我的期待。特别是送货师傅很辛苦，这么迅速的把货品送到手上。谢谢……,1,8,0.8936370015144348
不错 个人感觉还是值得信赖的,7,1,0.8458191752433777
很好，很快，很给力，京东就是不一样，给五星，还有快递小哥辛苦啦，谢谢你们的服务，还会在来。,1,3,0.5208874940872192
很合适，特价时候秒杀的，哈哈很好心很开心,1,4,0.7018020153045654
做人能不能诚信。以后该怎么做生意？,7,0,0.5495269298553467
物流配送很快，第二天就收到货了，这个价钱很值、?,4,1,0.4010857939720154
不错，确实是正品，好货,5,4,0.4982375204563141
不好，明明买的是领般的牌子，发过来是利堡，跟图片不一样,7,4,0.5564367771148682
全烂了，差评！！！！！！！！！,4,3,0.954699695110321
一直相信京东自营。。支持京东，支持京东自营！,4,3,0.5509492754936218
1.电话线、网卡接口处没有状态指示灯； 2.没有提供网线网卡、喇叭的手动关闭开关（必须使用Fn组合急键）,8,2,0.9761146306991577
什么全球最大的中文网上商城，我呸！乱发货不说，客服态度差、处理速度慢、不主动。想忽忧消费者呀？,0,1,0.29554885625839233
快！感觉还行！用用才知道效果,1,4,0.7158737182617188
做活动时卖的物超所值 值得拥有,7,4,0.6846226453781128
不好 也太小了 什么啊这是 一点也不直,4,3,0.4135977327823639
真心说一句，网上购买的真的不怎么好,1,3,0.3153875470161438
东西不错，方便实惠，需要再来，配送小哥辛苦。,3,4,0.562170684337616
还可以吧，活动买的，价格挺划算。,7,4,0.5735270380973816
刚刚到货，还没有用，谢谢,1,4,0.7427642345428467
"发票上打身份证信息,水单上打信用卡信息,易泄露客户隐私。",9,8,0.4910679757595062
感觉不是正品，二维码也不能显示，不满意,1,4,0.8863320350646973
品质太差，是苦的。希望店家给个满意的答复。坐等,3,7,0.9737946391105652
商品不错，物流也很给力，推荐购买。,3,4,0.31741461157798767
我用过你们的手机还不错加油,2,1,0.8734255433082581
坑啊 刚秒杀的，你就降的比秒的还便宜*啊,1,4,0.7902414798736572
挺好用的。摸着也舒服。喜欢。,7,1,0.388358473777771
还行，挺好的，超级无敌好！特别喜欢在京东购物，东西也很不错！我支持你东哥！无限次回购这款！,1,3,0.5316703915596008
快递给力，物美价廉。希望大家放心购买，下次我会再买。,7,3,0.708797812461853
"还没收到货物，订单就“被”完成了！这是新的""服务项目""吧？我想是不是该说声“谢谢”",3,8,0.9023854732513428
帮别人买滴,5,1,0.44947415590286255
很不错哦，就是中转速度磨叽死了！,7,1,0.9531412720680237
送货快速，价格给力，超级满意，值得推荐。送货上楼,3,4,0.5220791697502136
刚收到宝贝，就降价了，然后联系客服，马上给返还了差价，很满意京东工作人员灵活变通。坚持在京东购物6年，以后一如即往的陪伴.......,1,4,0.661993145942688
物美价廉，不错 以后还会光顾！物美价廉，不错 以后还会光顾！物美价廉，不错 以后还会光顾！,5,4,0.38051000237464905
给京东自营一个大大的赞?质量好，送货快。,3,4,0.45126768946647644
差差差差差差差差差差差差差差,7,1,0.24527138471603394
绝对不是正品。两处有问题，懒得换。上次说好评返现金*，结果好评骗到了，没见返现金！,7,4,0.7667767405509949
收到商品与图片不相符,7,4,0.4986194372177124
香港回归的结果附加费更快更好看过了就好看了感觉良好健康,4,0,0.543746292591095
第一次开机使用就蓝屏，然后使用一键恢复，继而出现提示重启信息，然后往复重启，让人心寒！！！ 提交了返修，审核通不过,8,1,0.6612241268157959
快递员 太次了 说不让开箱验货,1,4,0.37280401587486267
第一次购买，还行吧,1,5,0.5560979247093201
入手之后还没有玩什么游戏 不用用起来还是挺舒服的 屏幕比较大,8,1,0.9725340604782104
包装很垃圾，标签直接贴在商品上，怎么送人,3,4,0.8717702031135559
好想你了，我的人都有自己的生活方式，我的生活了？我就去买的是我自己了！好吧、有个人都不好玩不好玩的好地方。你是一个人都不好玩不好的人是你自己不知道怎么回家的士都江堰救灾的是自己想要的就是这个了！好累了、有的两只狗的我查查条码比价从前一,7,4,0.825904369354248
速度快，要加钱，速度快，要加钱，，，，,3,1,0.2798093855381012
永恒之塔，魔兽都是可以玩的，非常不错了，极品飞车一样玩。哈哈,8,1,0.6636008620262146
不错，发货速度非常快，物流非常给力，商品质量非常好，京东商城服务态度非常好，不错，物美价廉，京东商城一直是我购物之选！,1,4,0.3855195939540863
物流很慢，一个月才到货！质量很一般，跟十几块的没区别。。。客服态度也很差。很失望的一次购物！,1,7,0.9707377552986145
本来低价机器没什么要求的，但是屏幕和触摸也要稍微好点才行呀！,1,8,0.9713413715362549
给的是白心的 我刚看到我擦 都第二次买了还这么坑,3,4,0.9031047821044922
以前不用报销的都有收据清单，这次要报销什么都没有，客服客服找不到，烦,1,3,0.455092191696167
感觉受骗了，京东现在的货品质量越来越差。,7,4,0.422221839427948
既然送不到货，为何还一直坚称当天，已经5天了。客服说确认，有什么用。这算欺骗消费者嘛！,4,1,0.6557427644729614
东西很好。价格特别合适。还会继续支持的。满意。发货快。,4,3,0.4235280454158783
京东白条申请难度太大差评,4,1,0.8319044709205627
屏幕的黑边是个败笔！希望以后能有显著改善 。拍照的清晰度不是很高！对饥饿销售坚决查评！！！,1,2,0.5190870761871338
产品没用还不知道 但是物流真是让人不痛快 ！,1,4,0.8745579719543457
"经过我的亲身体验，这家店信誉是相当地不错。宝贝的质量更像钻石一般。太感谢了！ 我用我的亲身经历告诉大家，客服服务态度非常好。商品质量也非常不错。顶你了！东西收到,很满意!!真的是超级好的卖家,解答疑问不厌其烦,细致认真,关键是东西好,而且货物发得超快,包装仔细,值得信赖!",4,7,0.7715312838554382
又快又好啊啊啊 又快又好啊啊啊,3,1,0.39959484338760376
对于后台能够自主取消我们消费者订单的京东我只能用差评来回击！被取消了订单也只能自认倒霉，说什么赔我满1000减50的券，劳资买这电视的时候都减了*，而且我也说了不用减不减，只要给我把恢复订单就可以，连这个都做不到，太失望了！以后在京东上买东西小心系统给你乱改吧,4,1,0.8076469302177429
没有买家确认收货了，着实把我吓一大跳，我这可是给别人买的，京东这个签收就订单完成着实不靠谱，为了早收两天钱不顾顾客的感受了，这次购物体验太差！太差！太差！,1,7,0.8767065405845642
这样的东西根本不用多说了… 但是强制要求50个字以上的评价，而且最起码也要给一颗星，很好的规矩嘛！这些都是在挑战客户的底线吗？京东超市确实让人失望……,3,4,0.8139566779136658
快递员态度极差，打电话两次推脱说不能送货上门。还说他们不怕投诉，真不知道中通是怎么管理员工的。商品还是好的,7,8,0.8020142316818237
无，耻的京东，东西到了以后也不给送，已经到了我家附近了，联系客服给我说是因为高速原因延迟，离我家就不到两公里，用得着高速，请京东在我家跟配送点休一条高速谢谢了。之后我联系了专员说并没有到物流点，要我发一张物流截图做证据，之后我又翻查了下物流记录，他们把物流信息修改了，无，耻的京东，无，良的京东，**日的京东。,1,4,0.5772280097007751
东西真不好！物流也慢,7,1,0.42408907413482666
心得就是下次买东西不能光看评论,7,4,0.37142905592918396
很好。。。给力，比实体店便宜，东西正！！！！,1,4,0.8590059280395508
国产差的根源不在技术在理念。,1,2,0.5859249830245972
味道太难闻了，不知是变质了还是卖假了，已经打开，也不能退了,4,7,0.5317267775535583
我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。如果我用这段话来评价，说明这款产品没问题,7,4,0.892985463142395
外观很漂亮，货到了，表妹就迫不及待的拆开了,1,8,0.6319505572319031
用了不到一个月就坏了，经常打不出电话，别人也打不进来，就算有时候打通了对方也听不到我说话，质量真差。现在已经寄回去修了，不知道能不能修好,1,2,0.708465576171875
非常不满意，在京东买了这么多次，就这一次漏发了赠品，开始还坚持不让开箱验货，还得联系客服查实,1,4,0.7861888408660889
掌柜的服务态度真好，发货很快。商品质量也相当不错。太喜欢了，谢谢！,3,7,0.9766181707382202
差评给物流，看到已签收，不打电话还不知道签到哪里了，很不满意,7,4,0.5618465542793274
差评！换个货不催不确认 一催了就马上确认重新发货 你说能不差评？,7,4,0.5211569666862488
